text,label
"A juzgar por su dolor de la cabeza y la sequedad de su boca cuando se despierta en el refugio de montaña, el sedante que le dieron a Barbosa en el coche lo ha debido de Poner a dormir durante un día entero. Barbosa se frota los ojos y se incorpora hasta sentarse en el colchón. El fuego del refugio está encendido. Barbosa examina el interior de la cabaña y por fin se encuentra con los ojos del tipo bajito y gordo que está en el otro colchón, acostado de lado y mirándolo a él. Vestido con varios jerseys de lana y coronado con un inverosímil afro de aspecto pùbico.",0
"-¿Mis celos? -sonrió, amenazador-. Veamos qué te dicen estos datos -y sacó un papel-: Lucas Modím de Bastos. 35 años. Soltero. Domiciliado en Cardenal Fatigatti 89, 2º piso, apartamento heredado de un tío. Hasta el año pasado vivía en un pueblo del interior del país. Trabajó como electricista, taxista y ayudante de cocina. Actualmente Desocupado.",1
"Esa misma noche, venciendo el cansancio del viaje, me dejé llevar por Maryse al teatro, que no era gran cosa y estaba poco iluminado. En todo caso, a las seis y media, hora en que comenzaba el espectáculo, no había un asiento Desocupado a pesar de ser aquélla su tercera función. La salida de Maryse al escenario fue saludada con un largo aplauso. Ajustada a su cabeza llevaba una máscara veneciana que semejaba la cara de un gato, su cuerpo envuelto en un provocativo manto de seda blanca que acentuaba las sinuosidades de sus movimientos. ",0
"¿Será finalmente la rubia chilena la que consiga llevar al registro civil al Desocupado más rico de la Argentina? ¿Se trata de un show para lograr protagonismo? ¿Es un circo armado para dar la pelea en las elecciones del 2003? ¿Hay verdadero amor entre ellos? ¿O sólo es una simple y explosiva combinación de poder, fama, exhibicionismo y dinero lo que los mantiene juntos y acaramelados, sobredimensionando gestos y sentimientos? En todo caso, el negocio es redituable para ambos, a corto y a largo plazo.",1
"Igualmente le solicitaba que se pusiera en contacto con el administrador de la finca para que remitiese la documentación y los pagos sufragando los gastos de la propiedad al despacho del abogado Requejo, a cuyo nombre abrí un apartado de correos y asigné una dirección ficticia, un viejo garaje Desocupado a dos calles del caserón en ruinas de los Aldaya. Mi esperanza era que, cegada por la posibilidad de ayudar a Julián y de volver a establecer el contacto con él, Sophie no se detendría a cuestionar todo aquel galimatías legal y consentiría en ayudarnos dada su próspera situación en la lejana Venezuela.",0
"Dice mi mujer que vivo en el pasado, que me alimento de sueños, como esos viejos desocupados que van a jugar al dominó en nuestra sede social y asisten a las conferencias o a los recitales poéticos que organiza Godino. Le contesto que más o menos eso mismo soy yo, casi un Desocupado, un parado de larga duración, como dicen ahora, por mucho que me empeñe en emprender negocios que no llegan a nada, en aceptar trabajos casi siempre fugaces, y muchas veces ilusorios y hasta fraudulentos.",1
"Implantado en un sector de alta conflictividad urbana, sobre un antiguo solar Desocupado, con un entorno edificado heterogéneo, la nueva construcción logra conjugar volumétricamente la disgregación urbana del sector y conciliar el arrastre de la calle Caldas con la liberalidad de las edificaciones de la calle Guayaquil y los inmuebles representativos de principios de siglo.",0
"La experiencia de haber sido derrocado y detenido influyó en el tono de su discurso de reaparición. 'Llamo a todos a la unidad nacional', aseguró y, a manera de prueba concreta de disposición al entendimiento, anunció que había aceptado la renuncia de la junta directiva de Petróleos de Venezuela, en lo que podría significar la solución al conflicto que incendió la pradera y desencadenó el Pronunciamiento militar que desplazó a Chávez de la Presidencia, el pasado jueves.",1
"Después del Pronunciamiento militar del 73, una vez asignado a las estructuras de la DINA, rápidamente me gané el apodo de «Capitán Nico», por mi apariencia juvenil, casi impúber, mis vivaces ojos azules y mi remolino en el pelo. En realidad era un ser absolutamente apasionado ejerciendo su vocación. Los años no pasaban por mí.",1
"Un mes después del artículo se producía el Pronunciamiento militar de Galán y García Hernández en Jaca. Su fracaso y la ejecución de sus líderes otorgaría a la República sus protomártires y acomplejaría más aún a los monárquicos. Unos, indecisos como Alba o Cambó -éste además gravemente enfermo de cáncer-; otros, despechados como Sánchez-Guerra, otros protagonizando defecciones flagrantes como Alcalá Zamora o Miguel Maura. Don Juan Bautista Aznar, un almirante, político de bajo perfil (Maura dijo de él que procedía geográficamente de Cartagena y políticamente de la luna), sería la única opción como presidente encontrada por el Rey tras la dimisión de Berenguer en febrero de 1931, tras una ansiosa exploración entre sus presuntos leales con varias negativas sangrantes. Se establecía por primera vez la distinción entre monarquismo y alfonsismo.",1
"—Puede usted recurrir en París al conde de Orsi —dijo—. Acaba de cumplir su condena por el Pronunciamiento militar de Boulogne, en el que me acompañó; se encuentra en quiebra, pero conserva excelentes relaciones con la banca inglesa.",1
"Hasta aquí un lector por demás ingenuo se preguntará si está frente a una obra religiosa; uno más advertido, percatándose del año, sospechará que puede tratarse de la guerra civil española ya que ésta cronológicamente se inicia el 18 de julio de 1936, con la extensión a la península del Pronunciamiento militar del día anterior en Melilla.",1
"Urrutia indicó que ""no queremos que se resalte el gobierno de Allende, en el gobierno de Allende también se violaron los derechos humanos (...) Hubo varias personas que fallecieron durante ese gobierno por distintas razones, la división política que se produjo provocó el Pronunciamiento militar, fue el peor gobierno de la historia de Chile"".",1
"Poco después el general Arsenio Martínez Campos se alzó en Sagunto contra la República y proclamó rey de España a Alfonso XII (décimo procedimiento que incluyo en mi lista, el Pronunciamiento militar, de derribar el régimen constitucional establecido). El general Serrano dejó el poder poniendo punto final a la Primera República española. Sagasta no se oponía a la entronización de Alfonso XII siempre que se respetase la legislación revolucionaria. El 31 de diciembre se constituyó un nuevo gobierno presidido por Cánovas, que mantendría un verdadero estado de excepción que prolongaría la suspensión de garantías decretada por Serrano hasta el 19 de enero de 1877, con lo cual se aplazó la eficacia plena de las libertades hasta meses después de entrar en vigor la Constitución de 1876.",1
"Para resolver esa debilidad había que Apretarse el cinturón y hacer algunos ajustes, que en un corto plazo ocasionarían cierto dolor y pena social, pero a la larga tendría su impacto positivo. La República Dominicana ha tenido el coraje de hacer esos ajustes, entonces, probablemente en el corto plazo puede haber cierto dolor, pero se están resolviendo esos problemas de sostenibilidad.",1
"Lo primero que hay que tener claro es de qué tipo de recesión estamos hablando. Y la actual desde luego no es la recesión definida como crecimiento cero. Hay síntomas de estancamiento pero afecta de modo muy distinto a Europa, Estados Unidos o América Latina. Como receta general, para una recesión no demasiado fuerte como la que tiene lugar ahora, hay dos caminos claros: el primero Apretarse el cinturón y el segundo controlar los cobros.",1
"Pero la economía no va bien, y Broadvision, como el resto del sector, ha tenido que Apretarse el cinturón con una 'fuerte reducción de gastos' que ha recortado la plantilla hasta la mitad, unos 1.000 empleados.",1
"En la casa se hablaba a veces de Apretarse el cinturón, pero el dinero no faltó. Lo necesario, y sólo lo necesario, siempre estuvo allí para todos.",1
"Cuando la sociedad todavía tenía cierto bienestar, cuando el hambre era algo que ocurría en lugares muy específicos y muy minoritarios de la República Argentina, y que se hablaba de las carencias por una cuestión de juego político, era aceptable que alguien hablara de simpatía o antipatía cuando se refería a planes económicos. Señores, hay que Apretarse el cinturón, ""Señores, hay que pasar el invierno"", y todas esas cosas que nos dijeron durante muchísimos años y que, de alguna manera, tenían cierta funcionalidad y coherencia en un país donde el hambre no existía casi, donde la desocupación era muy baja y donde el analfabetismo era bajísimo.",1
"¡Y qué bien se alimentan en esta casa! —dijo Francisca, ya sentada, inspeccionando la mesa—. No parece que hayan pasado por aquí los tiempos de Apretarse el cinturón"" Se trabaja, se busca, se inventa...",1
"George W. Bush advirtió ayer a sus ciudadanos de que deberán Apretarse el cinturón para hacer frente al elevado coste de las tareas de reconstrucción de la zona afectada por el Katrina y el Rita. Para ello, pidió al Congreso que reduzca las partidas de gastos pero sin tocar las destinadas a las operaciones militares.",1
"Reacciona ante la evidencia: vivimos tiempos de sequía y toca Apretarse el cinturón, lo que significa que hay que cerrar el grifo. Toma nota y corre la voz: el agua es un tesoro y no podemos derrochar ni una sola gota.",1
"El propio caso del maestro, Monsieur Dieudoné Bithegue, era claro: funcionario del Estado, cada año veía cómo menguaba su parco salario al mismo ritmo en que aumentaban los precios de los artículos de consumo, sobre todo de los más necesarios para llevar una vida algo digna, y pasaba muchos meses sin cobrar su magro estipendio, con la misma inalterable excusa de que el Estado carecía de recursos para mantener a todos sus servidores y había que Apretarse el cinturón.",1
"El número de viviendas proyectadas y visadas por los arquitectos catalanes ha caído un 71,6% durante los seis primeros meses del año. Un descalabro todavía mayor si se tiene en cuenta que se compara con el primer semestre de 2007, cuando los visados ya bajaban un 15,6%. ""Podemos o no utilizar la palabra crisis, pero la caída es espectacular"", ha reconocido el vicedecano del Colegio de Arquitectos de Cataluña (COAC), Lluís Comerón, quien también ha explicado que no sólo los arquitectos sino el propio colegio ha puesto en marcha un plan para Apretarse el cinturón, ante la caída de ingresos por visados que está sufriendo.",1
"Lo que más indigna a los iraníes es Apretarse el cinturón en época de vacas gordas. En los últimos tres años, su país ha ingresado 220.000 millones de dólares (142.500 millones de euros al cambio actual) por las ventas de petróleo, una cifra equivalente a lo obtenido en los 16 años anteriores.",1
"Se levantó, fue a la puerta y llamó a un agente. Luego se puso el gorro de plato y se colocó la correa con la pistola. Al Apretarse el cinturón, la barriga se le salía hacia afuera. No daba el tipo de policía americano capaz de detener o enfrentarse a unos delincuentes.",0
"Apretarse el cinturón ante la crisis. Barack Obama ha propuesto recortar en un tercio las importaciones de petróleo de Estados Unidos para 2020. ""En un mundo revuelto"", dijo el presidente al presentar sus propuestas sobre seguridad energética, ""no hay soluciones rápidas"".",1
"De otro lado, esta temporada de fin de año es el momento propicio para que el propósito de ahorro no se quede como una de las intenciones al comerse las doce uvas el 31 de diciembre. Y aunque insista en que no le alcanza los ingresos para vivir, siempre habrá formas de Apretarse el cinturón para enero y febrero, los mes de menor liquidez y más gastos.",1
"A veces, tener que Apretarse el cinturón también tiene consecuencias positivas. Lo están demostrando, desde que explotó la crisis, distintas iniciativas que buscan optimizar los recursos disponibles y, en definitiva, ""quitar toda la grasa sobrante del sistema"".",0
"López Obrador para generar mayor crecimiento económico y, con ese crecimiento, reducir la pobreza, generar desarrollo, empleo, y financiar una política de bienestar social. Por ejemplo, los países que han aplicado políticas de bienestar y programas sociales contra la desigualdad, tienen disponibles esos recursos porque tienen una recaudación elevada y no tienen que Apretarse el cinturón para financiarlos.",1
"Pero no solo este punto fue fundamental para mejorar sus ingresos, con esa caída las empresas petroleras y mineras, acostumbradas a grandes presupuestos y gastos, se dieron cuenta de que era hora de Apretarse el cinturón y reinventarse, por lo que cuando volvieron a subir los precios de los commodities las ganancias se multiplicaron.",1
"Es otro de los temas de mayor conflicto en una pareja. Las relaciones pasan por fases: desde momentos de mayor holgura económica a otros más complicados, donde hay que Apretarse el cinturón y pasarlo mal. Muchas parejas se han roto tras una crisis económica importante o por discusiones sobre el uso del dinero. Ser austero, tacaño o tener gastos personales no comprendidos por el otro puede generar discusiones dañinas en el matrimonio.",1
"En la misma es necesario considerar el papel del Estado y del mercado, el rol de la regulación, el avance de la descentralización de la salud en el país, así como los temas de igualdad de oportunidades y generación de Capital humano",1
"Este último punto es de suma importancia, ya que no sólo en los países en vías de desarrollo, sino también en las naciones desarrolladas, hay una clara deficiencia en el Capital humano capacitado para ejercer la investigación taxonómica. Se han planteado algunas alternativas muy interesantes con miras a buscar una salida a tan delicada crisis.",1
"Eso es lo que las diferencia en forma fundamental de los casos exitosos de reforma agraria que están representados por los países que forman la última generación de sociedades industriales, en las cuales el énfasis más importante se puso en la promoción y el desarrollo del Capital humano en los países del este y sureste asiático.",1
"(¿O debo preguntarme si no es el Capital humano la suprema riqueza de cualquier lugar de la tierra, por lo tanto, si el problema de fondo no será los niveles de educación de sus habitantes, su falta de preparación, la explosión demográfica, la fragilidad de sus estructuras internas —las que penetran el corazón mismo de Chiapas y sus comunidades indígenas—, será aquello, entonces, lo que flaquea?",1
"Parece increíble que si el hombre y la sociedad toman medidas para conservar y disfrutar al máximo de las riquezas, de los libros de los escritores inteligentes, de las leyes de los hombres del Derecho, de los proyectos de inventores y sociólogos, de las obras de los artistas, del medio ambiente, en cambio se corte abruptamente el aprovechamiento de tanto Capital humano  que es relegado a la marginalidad por los hombres en el poder, quienes sustituyen a los marginados, generalmente, por nuevas personas que tardarán años en alcanzar el nivel de competencia de los excluidos.",1
"Todo ello está generando una nueva forma de creación de valor en la empresa, en la que los activos intangibles se han convertido en ""recursos críticos"" de los que depende el éxito de la empresa. De ahí que desde el concepto de Capital humano se haya pasado en la actualidad al concepto de capital intelectual o intangible.",1
"Estados Unidos invirtió en 1995 el 16,9% de su PIB en capital físico, el 8,4% en Capital humano; mientras que la Unión Europea dedicó, respectivamente, el 19% de su PIB en capital físico y el 8% enCapital humano Alemania y Japón superan a Estados Unidos en capital físico (más del 20%), y Francia, los países nórdicos y Canadá.",1
"Y se empezó a pensar que, además de los factores relacionados con el capital y con los recursos físicos que tiene un país, es decir, una riqueza en minerales o en campos, había algo que habitualmente no se consideraba y que era el elemento más sustancial con respecto al futuro: el Capital humano.",1
"El crecimiento del sector es producto de una política estatal iniciada hace 50 años, del aumento de la inversión en institutos de desarrollo tecnológico y en Capital humano, así como de la creación de incentivos para las empresas que ubiquen sus plantas en este país.",1
"""El éxito con el que desarrollamos nuestro Capital humano es también una distinción en nuestra comunidad"", dijo López-Williams. ""La fuerza de trabajo latina es la de más rápido crecimiento en el país. Los miembros de la LBA son casi siempre los únicos recursos disponibles en nuestra comunidad para el avance en el entrenamiento. Por muchos años, la LBA ha hecho esto sin la asistencia de ninguna oficina gubernamental"".",1
"Y, es una responsabilidad del Estado la redistribución de la riqueza para capitalizar en un sentido amplio el país, a través del desarrollo del Capital humano, del capital tecnológico y los recursos naturales. Ello sólo se logrará cuando exista una eficiente recaudación tributaria para satisfacer las crecientes necesidades sociales, en particular de educación, salud, seguridad, e infraestructura.",1
"Esto se agrava porque los gobiernos federales y locales se enfrentan a una severa escasez de recursos para financiar el desarrollo debido al círculo perverso de carencia de capital (presupuesto insuficiente), elevados costos financieros (alto riesgo por marco jurídico inseguro), mínima inversión, baja producción, escaso empleo e ingreso, deterioro en las condiciones de vida, pérdida de Capital humano (emigración) y falta de proyectos de inversión y otra vez carencia de capital.",1
"Muchas empresas optaron por suspensiones para no perder Capital humano. Esa decisión nos salvó de un desempleo mayor"".",1
"¿Me oyeron bien? ¡Me trajeron del Norte a los cinco meses de nacido! No soy norteamericano ni mi madre tampoco. Ella era de Santiago de Cuba, no de Santiago de Compostela de donde también dicen algunos que era la difunta, que no acaban de dejar Descansar en paz con el desespero de volverse extranjeros. Le decían la Gallega, por mi abuela, pero era más cubana que el arroz congrí, y nunca reclamó la ciudadanía como le correspondía por la ley porque no le interesaba.",1
